img_id,num_hit
221,51000
222,51000
223,50000
224,50000
225,50000
226,50000
227,50000
228,50000
229,49000
230,49000
231,49000
232,49000
233,49000
234,48000
235,48000
236,47000
237,47000
238,47000
239,47000
240,47000
241,47000
242,47000
243,47000
244,47000
245,47000
246,47000
247,46000
248,46000
249,46000
250,46000
251,46000
252,46000
253,46000
254,45000
255,45000
256,45000
257,45000
258,45000
259,44000
260,44000
261,44000
262,44000
263,44000
264,44000
265,44000
266,43000
267,43000
268,43000
269,43000
270,43000
271,42000
272,42000
273,42000
274,41000
275,41000
276,41000
277,41000
278,40000
279,40000
280,40000
281,40000
282,40000
283,40000
284,40000
285,40000
286,40000
287,39000
288,39000
289,39000
290,39000
291,39000
292,39000
293,39000
294,39000
295,39000
296,38000
297,38000
298,38000
299,38000
300,38000
301,38000
302,38000
303,37000
304,37000
305,37000
306,37000
307,37000
308,37000
309,37000
310,37000
311,37000
312,37000
313,37000
314,37000
315,36000
316,36000
317,36000
318,36000
319,36000
320,35000
321,35000
322,35000
323,35000
324,34000
325,34000
326,34000
327,34000
328,34000
329,34000
330,34000
331,34000
332,33000
333,33000
334,33000
335,33000
336,33000
337,33000
338,33000
339,33000
340,33000
341,33000
342,33000
343,33000
344,33000
345,33000
346,33000
347,32000
348,32000
349,32000
350,32000
351,32000
352,32000
353,32000
354,31000
355,31000
356,31000
357,31000
358,31000
359,31000
360,30000
361,30000
362,30000
363,30000
364,30000
365,30000
366,30000
367,30000
368,30000
369,30000
370,29000
371,29000
372,29000
373,29000
374,29000
375,29000
376,29000
377,29000
378,28000
379,28000
380,28000
381,28000
382,28000
383,28000
384,28000
385,28000
386,28000
387,28000
388,28000
389,28000
390,28000
391,28000
392,27000
393,27000
394,27000
395,27000
396,27000
397,27000
398,26000
399,26000
400,26000
401,26000
402,26000
403,26000
404,26000
405,26000
406,26000
407,26000
408,25000
409,25000
410,25000
411,25000
412,25000
413,25000
414,25000
415,25000
416,25000
417,25000
418,25000
419,25000
420,25000
421,25000
422,25000
423,24000
424,24000
425,24000
426,24000
427,24000
428,24000
429,24000
430,23000
431,23000
432,23000
433,23000
434,23000
435,23000
436,23000
437,23000
438,23000
439,23000
440,23000
441,23000
442,23000
443,23000
444,23000
445,23000
446,23000
447,22000
448,22000
449,22000
450,22000
451,22000
452,22000
453,22000
454,22000
455,22000
456,22000
457,22000
458,22000
459,22000
460,22000
461,22000
462,22000
463,21000
464,21000
465,21000
466,21000
467,21000
468,21000
469,21000
470,21000
471,21000
472,21000
473,21000
474,21000
475,21000
476,21000
477,21000
478,21000
479,21000
480,20000
481,20000
482,20000
483,20000
484,20000
485,20000
486,20000
487,20000
488,20000
489,20000
490,20000
491,20000
492,20000
493,20000
494,20000
495,20000
496,19000
497,19000
498,19000
499,19000
500,19000
501,19000
502,19000
503,19000
504,19000
505,19000
506,19000
507,19000
508,19000
509,19000
510,19000
511,19000
512,19000
513,19000
514,19000
515,19000
516,19000
517,18000
518,18000
519,18000
520,18000
521,18000
522,18000
523,18000
524,18000
525,18000
526,18000
527,18000
528,18000
529,18000
530,18000
531,18000
532,18000
533,17000
534,17000
535,17000
536,17000
537,17000
538,17000
539,17000
540,17000
541,17000
542,17000
543,17000
544,17000
545,17000
546,17000
547,17000
548,17000
549,17000
550,17000
551,17000
552,17000
553,17000
554,17000
555,17000
556,17000
557,17000
558,17000
559,17000
560,17000
561,16000
562,16000
563,16000
564,16000
565,16000
566,16000
567,16000
568,16000
569,16000
570,16000
571,16000
572,16000
573,16000
574,16000
575,16000
576,16000
577,16000
578,16000
579,16000
580,16000
581,16000
582,16000
583,16000
584,16000
585,16000
586,16000
587,16000
588,15000
589,15000
590,15000
591,15000
592,15000
593,15000
594,15000
595,15000
596,15000
597,15000
598,15000
599,15000
600,15000
601,15000
602,15000
603,15000
604,15000
605,15000
606,15000
607,15000
608,15000
609,15000
610,15000
611,15000
612,15000
613,15000
614,15000
615,15000
616,15000
617,15000
618,15000
619,15000
620,15000
621,15000
622,15000
623,14000
624,14000
625,14000
626,14000
627,14000
628,14000
629,14000
630,14000
631,14000
632,14000
633,14000
634,14000
635,14000
636,14000
637,14000
638,14000
639,14000
640,14000
641,14000
642,14000
643,14000
644,14000
645,14000
646,14000
647,13000
648,13000
649,13000
650,13000
651,13000
652,13000
653,13000
654,13000
655,13000
656,13000
657,13000
658,13000
659,13000
660,13000
661,13000
662,13000
663,13000
664,13000
665,13000
666,13000
667,13000
668,13000
669,13000
670,13000
671,13000
672,13000
673,13000
674,13000
675,13000
676,13000
677,13000
678,13000
679,13000
680,13000
681,13000
682,13000
683,13000
684,12000
685,12000
686,12000
687,12000
688,12000
689,12000
690,12000
691,12000
692,12000
693,12000
694,12000
695,12000
696,12000
697,12000
698,12000
699,12000
700,12000
701,12000
702,12000
703,12000
704,12000
705,12000
706,12000
707,12000
708,12000
709,12000
710,12000
711,12000
712,12000
713,12000
714,12000
715,12000
716,12000
717,12000
718,12000
719,12000
720,12000
721,12000
722,11000
723,11000
724,11000
725,11000
726,11000
727,11000
728,11000
729,11000
730,11000
731,11000
732,11000
733,11000
734,11000
735,11000
736,11000
737,11000
738,11000
739,11000
740,11000
741,11000
742,11000
743,11000
744,11000
745,11000
746,11000
747,11000
748,11000
749,11000
750,11000
751,11000
752,11000
753,11000
754,11000
755,11000
756,11000
757,11000
758,11000
759,11000
760,11000
761,11000
762,11000
763,11000
764,11000
765,11000
766,11000
767,10000
768,10000
769,10000
770,10000
771,10000
772,10000
773,10000
774,10000
775,10000
776,10000
777,10000
778,10000
779,10000
780,10000
781,10000
782,10000
783,10000
784,10000
785,10000
786,10000
787,10000
788,10000
789,10000
790,10000
791,10000
792,10000
793,9996
794,9982
795,9975
796,9955
797,9908
798,9892
799,9869
800,9851
801,9846
802,9843
803,9836
804,9799
805,9773
806,9761
807,9736
808,9732
809,9721
810,9719
811,9688
812,9673
813,9661
814,9636
815,9631
816,9621
817,9613
818,9610
819,9605
820,9599
821,9587
822,9571
823,9558
824,9549
825,9511
826,9505
827,9488
828,9481
829,9469
830,9460
831,9448
832,9437
833,9436
834,9400
835,9388
836,9371
837,9362
838,9356
839,9340
840,9324
841,9302
842,9297
843,9288
844,9285
845,9278
846,9275
847,9268
848,9241
849,9234
850,9234
851,9199
852,9185
853,9165
854,9165
855,9152
856,9126
857,9093
858,9093
859,9091
860,9080
861,9061
862,9047
863,9025
864,9023
865,9021
866,8977
867,8972
868,8969
869,8955
870,8952
871,8949
872,8922
873,8911
874,8904
875,8900
876,8873
877,8870
878,8855
879,8849
880,8835
881,8817
882,8792
883,8764
884,8735
885,8733
886,8726
887,8719
888,8706
889,8700
890,8698
891,8690
892,8680
893,8667
894,8655
895,8648
896,8639
897,8636
898,8629
899,8619
900,8603
901,8598
902,8593
903,8576
904,8546
905,8541
906,8534
907,8494
908,8487
909,8480
910,8446
911,8423
912,8417
913,8333
914,8328
915,8326
916,8321
917,8294
918,8291
919,8283
920,8275
921,8260
922,8243
923,8240
924,8204
925,8201
926,8196
927,8160
928,8129
929,8126
930,8125
931,8118
932,8116
933,8091
934,8069
935,8069
936,8067
937,8062
938,8060
939,8058
940,8057
941,8051
942,8047
943,8040
944,8040
945,8025
946,8012
947,7995
948,7982
949,7970
950,7941
951,7928
952,7905
953,7902
954,7890
955,7888
956,7848
957,7827
958,7827
959,7813
960,7812
961,7805
962,7800
963,7783
964,7765
965,7757
966,7743
967,7733
968,7726
969,7700
970,7689
971,7679
972,7661
973,7631
974,7606
975,7570
976,7560
977,7558
978,7546
979,7520
980,7508
981,7502
982,7487
983,7483
984,7443
985,7432
986,7423
987,7405
988,7396
989,7383
990,7371
991,7362
992,7307
993,7295
994,7290
995,7273
996,7234
997,7231
998,7200
999,7198
1000,7190
1001,7172
1002,7149
1003,7143
1004,7141
1005,7136
1006,7133
1007,7132
1008,7112
1009,7101
1010,7092
1011,7083
1012,7050
1013,7035
1014,7032
1015,7016
1016,7012
1017,7011
1018,7006
1019,6996
1020,6961
1021,6961
1022,6954
1023,6935
1024,6926
1025,6920
1026,6903
1027,6896
1028,6890
1029,6872
1030,6849
1031,6847
1032,6832
1033,6831
1034,6795
1035,6779
1036,6776
1037,6776
1038,6757
1039,6752
1040,6752
1041,6742
1042,6710
1043,6701
1044,6692
1045,6683
1046,6675
1047,6674
1048,6671
1049,6665
1050,6656
1051,6627
1052,6618
1053,6618
1054,6610
1055,6606
1056,6597
1057,6588
1058,6584
1059,6582
1060,6578
1061,6578
1062,6538
1063,6531
1064,6526
1065,6516
1066,6508
1067,6470
1068,6461
1069,6460
1070,6458
1071,6452
1072,6451
1073,6449
1074,6442
1075,6420
1076,6417
1077,6415
1078,6392
1079,6382
1080,6376
1081,6375
1082,6374
1083,6373
1084,6361
1085,6354
1086,6342
1087,6337
1088,6332
1089,6331
1090,6313
1091,6296
1092,6287
1093,6279
1094,6273
1095,6271
1096,6251
1097,6250
1098,6229
1099,6227
1100,6220
1101,6204
1102,6203
1103,6202
1104,6201
1105,6195
1106,6187
1107,6175
1108,6166
1109,6146
1110,6108
1111,6103
1112,6084
1113,6080
1114,6075
1115,6041
1116,6040
1117,6037
1118,6037
1119,6028
1120,6024
1121,6022
1122,6017
1123,6006
1124,5977
1125,5962
1126,5928
1127,5916
1128,5909
1129,5906
1130,5881
1131,5871
1132,5855
1133,5846
1134,5846
1135,5822
1136,5801
1137,5800
1138,5789
1139,5769
1140,5768
1141,5760
1142,5753
1143,5752
1144,5743
1145,5743
1146,5742
1147,5716
1148,5673
1149,5668
1150,5666
1151,5653
1152,5652
1153,5651
1154,5648
1155,5647
1156,5644
1157,5626
1158,5620
1159,5615
1160,5609
1161,5603
1162,5545
1163,5543
1164,5537
1165,5534
1166,5526
1167,5517
1168,5501
1169,5477
1170,5453
1171,5451
1172,5446
1173,5423
1174,5422
1175,5421
1176,5419
1177,5408
1178,5407
1179,5386
1180,5381
1181,5380
1182,5371
1183,5358
1184,5355
1185,5347
1186,5343
1187,5337
1188,5331
1189,5324
1190,5311
1191,5294
1192,5280
1193,5279
1194,5274
1195,5236
1196,5229
1197,5228
1198,5217
1199,5197
1200,5193
1201,5186
1202,5167
1203,5150
1204,5145
1205,5133
1206,5132
1207,5126
1208,5123
1209,5104
1210,5098
1211,5080
1212,5069
1213,5067
1214,5065
1215,5046
1216,5043
1217,5029
1218,5018
1219,5016
1220,5006
1221,4997
1222,4996
1223,4995
1224,4994
1225,4991
1226,4989
1227,4975
1228,4966
1229,4957
1230,4955
1231,4954
1232,4939
1233,4936
1234,4936
1235,4930
1236,4922
1237,4911
1238,4907
1239,4902
1240,4898
1241,4890
1242,4888
1243,4874
1244,4869
1245,4862
1246,4857
1247,4856
1248,4851
1249,4850
1250,4842
1251,4841
1252,4840
1253,4838
1254,4830
1255,4820
1256,4815
1257,4814
1258,4797
1259,4779
1260,4768
1261,4764
1262,4764
1263,4764
1264,4749
1265,4739
1266,4738
1267,4732
1268,4728
1269,4727
1270,4724
1271,4723
1272,4712
1273,4710
1274,4709
1275,4704
1276,4689
1277,4689
1278,4682
1279,4681
1280,4675
1281,4655
1282,4648
1283,4646
1284,4635
1285,4612
1286,4611
1287,4595
1288,4583
1289,4577
1290,4562
1291,4560
1292,4532
1293,4531
1294,4524
1295,4512
1296,4510
1297,4500
1298,4499
1299,4497
1300,4494
1301,4484
1302,4478
1303,4472
1304,4462
1305,4460
1306,4457
1307,4457
1308,4453
1309,4442
1310,4440
1311,4428
1312,4416
1313,4414
1314,4413
1315,4407
1316,4406
1317,4387
1318,4380
1319,4374
1320,4361
1321,4354
1322,4345
1323,4345
1324,4325
1325,4320
1326,4310
1327,4310
1328,4308
1329,4301
1330,4298
1331,4296
1332,4289
1333,4276
1334,4273
1335,4253
1336,4250
1337,4240
1338,4232
1339,4225
1340,4216
1341,4215
1342,4209
1343,4183
1344,4182
1345,4181
1346,4179
1347,4159
1348,4128
1349,4127
1350,4125
1351,4118
1352,4101
1353,4099
1354,4098
1355,4091
1356,4085
1357,4080
1358,4075
1359,4075
1360,4069
1361,4064
1362,4058
1363,4046
1364,4044
1365,4041
1366,4027
1367,4027
1368,4022
1369,4018
1370,4013
1371,4007
1372,3998
1373,3994
1374,3992
1375,3989
1376,3979
1377,3951
1378,3945
1379,3944
1380,3943
1381,3938
1382,3913
1383,3912
1384,3905
1385,3903
1386,3900
1387,3895
1388,3891
1389,3890
1390,3889
1391,3877
1392,3874
1393,3870
1394,3867
1395,3858
1396,3851
1397,3851
1398,3847
1399,3842
1400,3839
1401,3839
1402,3824
1403,3807
1404,3792
1405,3779
1406,3759
1407,3757
1408,3752
1409,3743
1410,3732
1411,3732
1412,3731
1413,3715
1414,3708
1415,3698
1416,3697
1417,3690
1418,3689
1419,3684
1420,3681
1421,3679
1422,3674
1423,3674
1424,3671
1425,3662
1426,3659
1427,3649
1428,3648
1429,3632
1430,3631
1431,3628
1432,3628
1433,3627
1434,3626
1435,3624
1436,3610
1437,3604
1438,3600
1439,3600
1440,3599
1441,3597
1442,3597
1443,3595
1444,3587
1445,3584
1446,3582
1447,3581
1448,3579
1449,3560
1450,3555
1451,3555
1452,3554
1453,3552
1454,3550
1455,3540
1456,3533
1457,3527
1458,3518
1459,3499
1460,3497
1461,3492
1462,3485
1463,3482
1464,3477
1465,3467
1466,3463
1467,3459
1468,3453
1469,3445
1470,3441
1471,3434
1472,3427
1473,3417
1474,3405
1475,3392
1476,3383
1477,3382
1478,3381
1479,3377
1480,3376
1481,3374
1482,3366
1483,3363
1484,3359
1485,3356
1486,3355
1487,3353
1488,3348
1489,3345
1490,3337
1491,3335
1492,3330
1493,3328
1494,3327
1495,3324
1496,3324
1497,3322
1498,3321
1499,3317
1500,3315
1501,3310
1502,3309
1503,3304
1504,3298
1505,3294
1506,3292
1507,3291
1508,3288
1509,3287
1510,3282
1511,3281
1512,3278
1513,3277
1514,3272
1515,3262
1516,3255
1517,3254
1518,3253
1519,3253
1520,3253
1521,3240
1522,3240
1523,3239
1524,3234
1525,3234
1526,3223
1527,3219
1528,3206
1529,3201
1530,3191
1531,3190
1532,3187
1533,3185
1534,3184
1535,3184
1536,3183
1537,3169
1538,3168
1539,3162
1540,3161
1541,3150
1542,3145
1543,3143
1544,3133
1545,3121
1546,3117
1547,3109
1548,3106
1549,3106
1550,3101
1551,3101
1552,3099
1553,3097
1554,3096
1555,3095
1556,3087
1557,3086
1558,3084
1559,3077
1560,3074
1561,3069
1562,3068
1563,3062
1564,3058
1565,3052
1566,3048
1567,3045
1568,3044
1569,3040
1570,3040
1571,3034
1572,3023
1573,3023
1574,3008
1575,3007
1576,3007
1577,3006
1578,3002
1579,3001
1580,3001
1581,2993
1582,2988
1583,2986
1584,2975
1585,2975
1586,2961
1587,2953
1588,2951
1589,2949
1590,2946
1591,2944
1592,2943
1593,2932
1594,2932
1595,2930
1596,2926
1597,2926
1598,2920
1599,2919
1600,2906
1601,2898
1602,2896
1603,2888
1604,2885
1605,2882
1606,2878
1607,2874
1608,2866
1609,2866
1610,2864
1611,2859
1612,2857
1613,2855
1614,2854
1615,2851
1616,2849
1617,2849
1618,2846
1619,2845
1620,2844
1621,2842
1622,2841
1623,2839
1624,2836
1625,2834
1626,2828
1627,2827
1628,2815
1629,2807
1630,2801
1631,2792
1632,2790
1633,2786
1634,2783
1635,2775
1636,2774
1637,2774
1638,2773
1639,2762
1640,2761
1641,2756
1642,2755
1643,2751
1644,2749
1645,2743
1646,2742
1647,2733
1648,2733
1649,2732
1650,2727
1651,2724
1652,2722
1653,2709
1654,2708
1655,2708
1656,2708
1657,2704
1658,2699
1659,2697
1660,2694
1661,2687
1662,2686
1663,2685
1664,2685
1665,2684
1666,2682
1667,2680
1668,2677
1669,2671
1670,2666
1671,2666
1672,2665
1673,2665
1674,2662
1675,2658
1676,2657
1677,2656
1678,2655
1679,2654
1680,2653
1681,2648
1682,2641
1683,2637
1684,2634
1685,2634
1686,2634
1687,2633
1688,2621
1689,2620
1690,2615
1691,2614
1692,2608
1693,2601
1694,2593
1695,2589
1696,2585
1697,2577
1698,2574
1699,2565
1700,2560
1701,2560
1702,2559
1703,2558
1704,2558
1705,2557
1706,2553
1707,2550
1708,2549
1709,2546
1710,2545
1711,2544
1712,2542
1713,2542
1714,2538
1715,2533
1716,2533
1717,2525
1718,2522
1719,2522
1720,2517
1721,2517
1722,2515
1723,2512
1724,2511
1725,2510
1726,2510
1727,2507
1728,2504
1729,2504
1730,2504
1731,2502
1732,2498
1733,2494
1734,2493
1735,2493
1736,2491
1737,2491
1738,2490
1739,2488
1740,2485
1741,2485
1742,2480
1743,2473
1744,2466
1745,2460
1746,2459
1747,2459
1748,2456
1749,2452
1750,2447
1751,2443
1752,2441
1753,2439
1754,2437
1755,2430
1756,2429
1757,2427
1758,2427
1759,2425
1760,2425
1761,2422
1762,2422
1763,2421
1764,2421
1765,2415
1766,2410
1767,2410
1768,2409
1769,2409
1770,2402
1771,2399
1772,2396
1773,2392
1774,2389
1775,2389
1776,2388
1777,2388
1778,2388
1779,2386
1780,2386
1781,2386
1782,2385
1783,2380
1784,2378
1785,2376
1786,2374
1787,2371
1788,2369
1789,2366
1790,2366
1791,2364
1792,2358
1793,2356
1794,2354
1795,2350
1796,2347
1797,2346
1798,2339
1799,2337
1800,2337
1801,2335
1802,2334
1803,2334
1804,2334
1805,2333
1806,2331
1807,2326
1808,2324
1809,2323
1810,2318
1811,2313
1812,2312
1813,2311
1814,2310
1815,2310
1816,2307
1817,2306
1818,2305
1819,2300
1820,2295
1821,2295
1822,2291
1823,2290
1824,2289
1825,2288
1826,2287
1827,2286
1828,2283
1829,2282
1830,2282
1831,2281
1832,2280
1833,2280
1834,2278
1835,2273
1836,2272
1837,2272
1838,2270
1839,2262
1840,2259
1841,2252
1842,2249
1843,2243
1844,2243
1845,2238
1846,2236
1847,2233
1848,2229
1849,2228
1850,2226
1851,2225
1852,2222
1853,2220
1854,2211
1855,2206
1856,2204
1857,2204
1858,2203
1859,2196
1860,2196
1861,2192
1862,2191
1863,2190
1864,2188
1865,2184
1866,2182
1867,2180
1868,2179
1869,2179
1870,2179
1871,2178
1872,2176
1873,2166
1874,2165
1875,2164
1876,2162
1877,2158
1878,2157
1879,2157
1880,2146
1881,2144
1882,2143
1883,2142
1884,2142
1885,2141
1886,2140
1887,2136
1888,2136
1889,2134
1890,2134
1891,2131
1892,2131
1893,2129
1894,2129
1895,2125
1896,2124
1897,2120
1898,2119
1899,2119
1900,2119
1901,2118
1902,2118
1903,2117
1904,2117
1905,2115
1906,2113
1907,2112
1908,2111
1909,2108
1910,2106
1911,2105
1912,2102
1913,2100
1914,2098
1915,2096
1916,2095
1917,2094
1918,2089
1919,2085
1920,2083
1921,2082
1922,2081
1923,2079
1924,2079
1925,2078
1926,2077
1927,2077
1928,2073
1929,2069
1930,2069
1931,2064
1932,2063
1933,2060
1934,2059
1935,2059
1936,2059
1937,2052
1938,2051
1939,2051
1940,2050
1941,2049
1942,2049
1943,2047
1944,2042
1945,2042
1946,2040
1947,2037
1948,2034
1949,2033
1950,2032
1951,2032
1952,2028
1953,2025
1954,2023
1955,2020
1956,2019
1957,2018
1958,2017
1959,2016
1960,2016
1961,2014
1962,2013
1963,2009
1964,2008
1965,2007
1966,2004
1967,2003
1968,2003
1969,2003
1970,2002
1971,2002
1972,2001
1973,1998
1974,1997
1975,1997
1976,1994
1977,1988
1978,1987
1979,1984
1980,1982
1981,1977
1982,1974
1983,1973
1984,1973
1985,1972
1986,1969
1987,1968
1988,1964
1989,1964
1990,1964
1991,1962
1992,1956
1993,1956
1994,1954
1995,1950
1996,1947
1997,1943
1998,1938
1999,1938
2000,1934
2001,1933
2002,1933
2003,1930
2004,1929
2005,1926
2006,1924
2007,1923
2008,1921
2009,1920
2010,1916
2011,1915
2012,1914
2013,1913
2014,1913
2015,1908
2016,1908
2017,1908
2018,1906
2019,1905
2020,1904
2021,1904
2022,1904
2023,1903
2024,1901
2025,1900
2026,1898
2027,1897
2028,1896
2029,1892
2030,1891
2031,1891
2032,1887
2033,1884
2034,1883
2035,1883
2036,1882
2037,1880
2038,1879
2039,1878
2040,1876
2041,1874
2042,1873
2043,1872
2044,1869
2045,1868
2046,1867
2047,1865
2048,1861
2049,1858
2050,1857
2051,1855
2052,1855
2053,1855
2054,1854
2055,1853
2056,1851
2057,1851
2058,1850
2059,1848
2060,1847
2061,1844
2062,1841
2063,1840
2064,1837
2065,1837
2066,1835
2067,1834
2068,1833
2069,1832
2070,1831
2071,1830
2072,1829
2073,1828
2074,1826
2075,1825
2076,1815
2077,1814
2078,1813
2079,1808
2080,1802
2081,1801
2082,1799
2083,1795
2084,1791
2085,1789
2086,1788
2087,1787
2088,1787
2089,1786
2090,1785
2091,1784
2092,1783
2093,1783
2094,1777
2095,1777
2096,1777
2097,1775
2098,1773
2099,1773
2100,1771
2101,1769
2102,1768
2103,1767
2104,1766
2105,1765
2106,1765
2107,1764
2108,1764
2109,1761
2110,1761
2111,1760
2112,1759
2113,1759
2114,1758
2115,1755
2116,1755
2117,1754
2118,1752
2119,1747
2120,1746
2121,1746
2122,1744
2123,1740
2124,1739
2125,1739
2126,1737
2127,1737
2128,1733
2129,1729
2130,1728
2131,1726
2132,1726
2133,1726
2134,1721
2135,1720
2136,1720
2137,1718
2138,1717
2139,1716
2140,1716
2141,1716
2142,1714
2143,1713
2144,1710
2145,1709
2146,1708
2147,1708
2148,1707
2149,1707
2150,1705
2151,1703
2152,1699
2153,1694
2154,1694
2155,1692
2156,1691
2157,1691
2158,1690
2159,1690
2160,1687
2161,1687
2162,1686
2163,1686
2164,1686
2165,1686
2166,1684
2167,1684
2168,1682
2169,1681
2170,1681
2171,1678
2172,1678
2173,1677
2174,1676
2175,1675
2176,1674
2177,1670
2178,1669
2179,1667
2180,1666
2181,1663
2182,1663
2183,1662
2184,1661
2185,1660
2186,1657
2187,1653
2188,1651
2189,1651
2190,1650
2191,1648
2192,1647
2193,1645
2194,1645
2195,1644
2196,1643
2197,1642
2198,1638
2199,1637
2200,1630
2201,1629
2202,1629
2203,1627
2204,1626
2205,1623
2206,1623
2207,1620
2208,1620
2209,1619
2210,1618
2211,1615
2212,1614
2213,1613
2214,1609
2215,1609
2216,1609
2217,1607
2218,1605
2219,1603
2220,1603
2221,1602
2222,1601
2223,1600
2224,1600
2225,1600
2226,1599
2227,1598
2228,1598
2229,1598
2230,1597
2231,1593
2232,1592
2233,1591
2234,1591
2235,1591
2236,1590
2237,1589
2238,1589
2239,1588
2240,1588
2241,1587
2242,1586
2243,1585
2244,1584
2245,1583
2246,1582
2247,1581
2248,1581
2249,1580
2250,1580
2251,1579
2252,1579
2253,1577
2254,1575
2255,1571
2256,1571
2257,1571
2258,1570
2259,1568
2260,1566
2261,1565
2262,1562
2263,1562
2264,1562
2265,1561
2266,1559
2267,1556
2268,1554
2269,1554
2270,1554
2271,1553
2272,1550
2273,1550
2274,1549
2275,1548
2276,1544
2277,1540
2278,1540
2279,1540
2280,1540
2281,1540
2282,1539
2283,1539
2284,1538
2285,1532
2286,1529
2287,1528
2288,1527
2289,1523
2290,1522
2291,1519
2292,1518
2293,1517
2294,1517
2295,1517
2296,1515
2297,1514
2298,1513
2299,1512
2300,1512
2301,1511
2302,1507
2303,1507
2304,1503
2305,1501
2306,1501
2307,1500
2308,1498
2309,1498
2310,1496
2311,1496
2312,1495
2313,1495
2314,1494
2315,1494
2316,1492
2317,1490
2318,1490
2319,1489
2320,1489
2321,1487
2322,1485
2323,1485
2324,1484
2325,1484
2326,1483
2327,1480
2328,1478
2329,1475
2330,1475
2331,1474
2332,1474
2333,1471
2334,1469
2335,1469
2336,1468
2337,1467
2338,1466
2339,1465
2340,1464
2341,1463
2342,1462
2343,1460
2344,1458
2345,1456
2346,1456
2347,1456
2348,1452
2349,1452
2350,1451
2351,1450
2352,1450
2353,1448
2354,1445
2355,1443
2356,1440
2357,1440
2358,1433
2359,1431
2360,1430
2361,1428
2362,1427
2363,1427
2364,1426
2365,1425
2366,1419
2367,1419
2368,1417
2369,1416
2370,1415
2371,1414
2372,1414
2373,1413
2374,1413
2375,1411
2376,1411
2377,1404
2378,1403
2379,1402
2380,1399
2381,1398
2382,1397
2383,1395
2384,1393
2385,1393
2386,1393
2387,1391
2388,1391
2389,1387
2390,1387
2391,1386
2392,1386
2393,1383
2394,1383
2395,1376
2396,1376
2397,1376
2398,1376
2399,1375
2400,1373
2401,1372
2402,1368
2403,1367
2404,1367
2405,1366
2406,1365
2407,1364
2408,1362
2409,1361
2410,1360
2411,1358
2412,1356
2413,1354
2414,1353
2415,1353
2416,1352
2417,1352
2418,1351
2419,1350
2420,1349
2421,1349
2422,1349
2423,1348
2424,1348
2425,1348
2426,1347
2427,1345
2428,1344
2429,1342
2430,1342
2431,1342
2432,1333
2433,1332
2434,1331
2435,1328
2436,1328
2437,1326
2438,1324
2439,1323
2440,1322
2441,1321
2442,1320
2443,1320
2444,1319
2445,1317
2446,1317
2447,1316
2448,1315
2449,1311
2450,1309
2451,1308
2452,1308
2453,1306
2454,1303
2455,1300
2456,1300
2457,1299
2458,1299
2459,1298
2460,1298
2461,1297
2462,1297
2463,1296
2464,1292
2465,1292
2466,1287
2467,1282
2468,1281
2469,1279
2470,1277
2471,1277
2472,1275
2473,1275
2474,1273
2475,1273
2476,1271
2477,1270
2478,1269
2479,1269
2480,1267
2481,1267
2482,1264
2483,1264
2484,1263
2485,1261
2486,1261
2487,1260
2488,1259
2489,1257
2490,1257
2491,1256
2492,1255
2493,1255
2494,1254
2495,1252
2496,1252
